game_id,price_cny,playtime_hours,positive_rate,review_count,chinese_support,tag_count,release_year
586,39.16,35.9,0.799,7841,0,6,2017
587,72.02,10.4,0.9,1502,1,7,2022
588,23.85,27.5,0.761,1583,0,7,2019
589,144.09,12.7,0.964,148,0,12,2015
590,52.35,5.1,0.945,249462,0,8,2020
591,30.62,93.6,0.849,8370,0,3,2017
592,22.9,7.8,0.78,4416,1,7,2022
593,70.61,12.7,0.957,143,1,5,2020
594,43.57,4.8,0.768,6645,1,9,2017
595,30.58,21.1,0.946,1661,0,6,2022
596,14.97,21.4,0.831,465,1,7,2023
597,109.61,13.9,0.877,11213,1,5,2019
598,87.43,3.3,0.827,24902,1,6,2022
599,51.28,29.5,0.831,1491,0,6,2019
600,19.34,9.7,0.868,42666,0,8,2024
601,56.54,7.5,0.732,7571,0,5,2021
602,61.91,87.1,0.804,31443,0,10,2024
603,31.59,2.9,0.775,1360,1,10,2022
604,57.53,1.9,0.907,1079,1,5,2017
605,51.84,6.3,0.816,7390,0,6,2019
606,67.05,8.0,0.869,1702,0,3,2018
607,64.21,21.3,0.81,203466,1,7,2017
608,15.73,3.1,0.782,2501,0,9,2017
609,27.11,5.5,0.873,5064,1,6,2021
610,19.67,21.7,0.86,3090,1,6,2020
611,66.54,7.0,0.791,2585,1,7,2022
612,20.84,87.3,0.83,139,0,3,2016
613,24.58,13.9,0.608,434,1,7,2024
614,35.19,9.4,0.833,188959,1,5,2023
615,23.27,17.8,0.861,3303,1,4,2024
616,28.14,7.0,0.782,259,1,12,2022
617,109.25,24.0,0.822,18476,0,7,2020
618,23.72,117.8,0.891,260,1,7,2020
619,48.78,11.8,0.674,2726,0,9,2020
620,33.43,7.2,0.794,1459,1,9,2017
621,115.21,10.6,0.771,211825,0,8,2019
622,100.36,3.0,0.683,1605,1,7,2018
623,78.38,46.8,0.802,6394,1,5,2019
624,22.71,3.5,0.833,1512,1,5,2023
625,31.42,2.6,0.848,224,0,4,2021
626,30.28,8.3,0.969,61059,0,6,2024
627,14.45,2.0,0.684,10413,1,3,2020
628,65.11,3.6,0.917,1882,1,4,2016
629,44.66,25.1,0.841,7382,1,5,2021
630,63.9,36.3,0.921,458,0,8,2021
631,54.93,7.1,0.553,2888,1,7,2019
632,30.43,17.3,0.936,6164,0,6,2018
633,17.71,12.8,0.743,4792,1,9,2019
634,30.46,4.5,0.821,1814,1,3,2019
635,38.92,60.8,0.834,6135,1,7,2016
636,20.67,20.5,0.776,1203,1,6,2021
637,20.96,67.6,0.894,10947,1,9,2018
638,130.31,10.8,0.69,5712,0,4,2022
639,98.75,23.4,0.874,4671,0,10,2017
640,42.21,11.9,0.817,7227,1,7,2019
641,169.75,18.9,0.661,3003,1,6,2019
642,74.42,25.3,0.572,2559,0,7,2022
643,32.88,27.9,0.798,6541,0,6,2016
644,34.89,8.8,0.762,25818,1,5,2023
645,42.13,35.9,0.925,421244,0,4,2018
646,39.09,8.5,0.861,2016,1,9,2024
647,127.12,152.2,0.75,17571,1,7,2019
648,34.72,20.2,0.862,30072,0,4,2020
649,41.99,8.8,0.79,141139,0,5,2022
650,21.82,3.6,0.677,36,1,11,2018
651,58.99,111.0,0.908,28427,1,3,2019
652,45.59,9.3,0.825,3304,1,6,2019
653,73.3,20.7,0.957,20465,0,8,2021
654,14.53,35.2,0.926,62043,0,7,2023
655,20.69,11.9,0.827,1434,1,3,2021
656,31.99,3.5,0.836,20411,1,7,2022
657,17.65,4.4,0.802,1543,1,5,2021
658,10.89,18.9,0.87,256121,0,3,2017
659,19.2,29.7,0.689,81544,0,4,2020
660,77.41,12.0,0.894,539,1,9,2021
661,41.44,40.4,0.779,2129,0,8,2018
662,111.02,19.7,0.917,92258,0,6,2023
663,18.47,44.5,0.833,7792,1,9,2017
664,65.74,8.5,0.768,25735,1,8,2017
665,43.65,3.7,0.781,15514,1,7,2019
666,32.09,6.2,0.782,2781,1,11,2018
667,16.51,34.5,0.861,15837,1,10,2021
668,29.82,7.3,0.858,4077,1,6,2017
669,48.42,12.8,0.863,23732,1,4,2018
670,56.17,15.8,0.822,500000,1,9,2015
671,92.22,7.1,0.588,827,1,10,2021
672,23.93,6.5,0.642,4853,1,6,2021
673,59.22,12.6,0.608,523,1,8,2016
674,61.04,6.7,0.927,186167,1,6,2021
675,46.6,22.8,0.86,11050,1,4,2016
676,24.58,32.2,0.747,24309,1,8,2020
677,52.41,5.7,0.74,1783,1,8,2016
678,46.56,5.8,0.882,240193,0,9,2021
679,25.66,18.9,0.753,9984,1,8,2019
680,19.24,2.8,0.788,15605,1,3,2019
681,51.35,4.7,0.873,526,1,8,2019
682,32.99,9.1,0.824,1185,1,7,2022
683,72.39,4.4,0.731,2559,1,4,2020
684,34.75,51.5,0.758,1875,1,6,2018
685,23.08,7.9,0.785,2143,1,9,2016
686,26.67,7.5,0.669,698,1,8,2022
687,85.87,25.2,0.86,880,1,13,2021
688,24.51,3.0,0.713,32713,1,4,2016
689,13.0,28.4,0.849,29267,1,5,2016
690,28.21,19.7,0.837,411,1,3,2018
691,39.28,4.9,0.684,306,1,6,2022
692,51.5,27.1,0.836,590,1,12,2021
693,57.36,3.8,0.813,421,1,4,2019
694,24.87,8.4,0.722,3729,1,10,2021
695,43.1,5.9,0.761,8181,0,12,2019
696,84.93,7.4,0.849,19532,1,3,2020
697,55.42,3.6,0.722,2766,1,4,2016
698,18.76,16.2,0.797,4171,1,7,2020
699,11.1,36.0,0.795,38461,1,4,2021
700,26.3,16.6,0.543,290,0,7,2018
701,21.8,31.1,0.843,6052,1,5,2018
702,82.76,14.3,0.93,119786,1,6,2020
703,66.25,3.7,0.743,1420,1,3,2021
704,35.71,23.9,0.855,8517,0,4,2022
705,12.69,6.3,0.848,13218,1,10,2021
706,26.39,46.2,0.866,33743,0,7,2020
707,34.83,19.6,0.842,13049,0,5,2019
708,46.37,73.4,0.722,2406,1,3,2021
709,88.31,21.0,0.809,23551,0,5,2017
710,28.6,18.9,0.951,17556,0,6,2015
711,32.93,7.0,0.948,4309,1,5,2023
712,30.33,18.1,0.634,114412,1,10,2021
713,88.46,6.1,0.981,5145,1,3,2022
714,46.5,9.8,0.83,8451,0,8,2018
715,36.29,24.1,0.784,5734,1,5,2017
716,24.35,9.8,0.704,14597,1,7,2022
717,30.21,16.2,0.721,5231,1,5,2017
718,74.22,12.3,0.81,39615,1,7,2022
719,76.48,57.3,0.927,2394,1,6,2018
720,50.24,46.0,0.851,2853,1,8,2020
721,66.1,3.6,0.912,27357,1,9,2022
722,11.09,11.9,0.908,4329,0,4,2020
723,61.22,4.7,0.693,38849,0,7,2022
724,39.34,17.3,0.887,1808,1,3,2020
725,23.12,5.6,0.83,37788,0,4,2019
726,31.56,3.6,0.627,35047,0,8,2019
727,73.87,9.5,0.803,8017,0,6,2020
728,45.12,16.0,0.666,10204,1,14,2018
729,48.19,8.8,0.864,24379,1,5,2022
730,85.33,18.0,0.871,259,1,10,2018
731,30.46,11.2,0.845,684,1,8,2019
732,30.66,13.7,0.616,5189,1,9,2022
733,19.31,16.5,0.659,9874,0,3,2021
734,5.0,6.1,0.906,86277,0,6,2021
735,105.1,9.2,0.868,1056,1,6,2016
736,43.8,19.7,0.761,6904,0,7,2015
737,45.58,61.3,0.968,70153,1,5,2020
738,48.36,6.0,0.72,2098,1,7,2020
739,41.67,11.2,0.947,6912,1,8,2020
740,63.35,7.9,0.892,1390,0,3,2021
741,58.94,8.2,0.943,29311,1,5,2021
742,41.57,26.2,0.743,22633,1,6,2021
743,42.03,5.7,0.796,1679,0,10,2024
744,37.26,31.0,0.808,17961,1,7,2018
745,31.56,9.3,0.782,388,1,5,2021
746,31.51,22.4,0.743,4130,0,7,2022
747,25.89,8.3,0.822,151,1,13,2021
748,34.15,23.5,0.846,18097,1,7,2015
749,110.96,18.6,0.657,4324,1,7,2018
750,49.22,8.4,0.638,8269,1,8,2021
751,32.92,39.3,0.761,48979,0,8,2018
752,67.74,6.1,0.942,382,1,6,2023
753,57.63,10.7,0.823,2905,0,5,2020
754,43.0,1.7,0.844,500000,0,8,2022
755,46.83,9.2,0.919,125981,1,6,2022
756,140.64,19.6,0.816,24316,1,8,2019
757,187.42,4.6,0.716,47,1,8,2018
758,45.7,44.2,0.877,18739,1,5,2018
759,37.98,39.1,0.542,554,1,4,2021
760,60.81,12.2,0.856,99530,1,4,2016
761,23.88,35.8,0.668,7787,1,5,2022
762,49.87,6.7,0.808,1749,1,8,2018
763,101.36,3.1,0.901,823,0,5,2015
764,112.81,19.1,0.807,2133,1,7,2020
765,32.86,6.3,0.926,521,1,7,2020
766,82.94,14.0,0.818,546,1,3,2019
767,43.0,4.8,0.631,5205,0,8,2016
768,37.45,36.1,0.829,12555,0,6,2018
769,12.73,5.9,0.796,1705,0,8,2019
770,34.35,14.0,0.839,4366,1,8,2016
771,47.18,25.2,0.719,10804,1,8,2019
772,30.65,25.5,0.715,6060,1,9,2021
773,39.67,17.2,0.704,7369,0,8,2020
774,101.93,31.2,0.667,563,1,5,2018
775,117.33,14.5,0.8,113271,1,7,2020
776,23.86,18.2,0.917,9339,0,4,2021
777,25.06,6.7,0.792,324,1,4,2022
778,23.46,13.8,0.834,1511,0,7,2020
779,33.89,21.1,0.787,1989,0,6,2019
780,23.07,61.6,0.742,12113,1,2,2020
781,14.91,30.4,0.853,367497,1,7,2016
782,8.72,8.3,0.913,2899,0,4,2018
783,21.54,6.6,0.826,3969,1,7,2020
784,60.22,51.1,0.897,4196,1,4,2018
785,78.61,11.3,0.851,505,1,4,2021
786,165.01,5.1,0.885,66322,1,8,2018
787,43.9,3.1,0.808,2615,0,8,2020
788,37.64,5.0,0.845,4762,1,12,2019
789,54.11,25.7,0.656,23709,0,6,2019
790,18.28,7.9,0.703,6949,0,8,2022
791,55.26,7.0,0.828,199,1,4,2019
792,72.97,7.3,0.812,11067,1,5,2020
793,41.04,5.6,0.89,14851,1,3,2017
794,38.62,23.1,0.734,9773,1,7,2022
795,63.95,20.5,0.777,4557,1,9,2020
796,44.11,20.0,0.89,604,1,9,2018
797,32.02,23.5,0.737,19900,0,6,2020
798,59.7,10.2,0.809,14337,1,3,2020
799,75.9,14.4,0.876,12663,0,8,2015
800,39.0,31.0,0.864,802,0,8,2016
801,36.34,25.0,0.77,1658,1,6,2015
802,27.46,11.8,0.639,12054,1,5,2016
803,32.1,10.4,0.856,52447,1,5,2018
804,53.07,2.6,0.908,26986,1,13,2020
805,17.4,20.8,0.784,806,0,5,2020
806,37.38,19.3,0.784,18292,0,2,2016
807,25.16,33.3,0.936,400,0,2,2019
808,43.73,13.7,0.926,13916,0,8,2019
809,112.44,18.5,0.503,248,0,4,2020
810,49.1,6.8,0.775,14534,1,6,2017
811,69.45,6.8,0.958,13394,1,4,2019
812,35.96,4.6,0.867,373,1,8,2023
813,15.92,16.2,0.93,41606,1,5,2015
814,54.7,2.7,0.95,98182,0,9,2022
815,19.0,1.6,0.889,1411,1,6,2021
816,71.07,34.3,0.971,15868,1,5,2022
817,23.34,6.1,0.681,47610,1,7,2023
818,20.34,9.4,0.871,12900,1,6,2017
819,38.99,11.9,0.831,13469,1,5,2017
820,25.59,11.7,0.899,618,1,2,2020
821,43.01,38.3,0.589,2513,1,5,2015
822,60.23,10.6,0.835,1045,1,3,2017
823,86.98,3.7,0.863,20742,1,6,2017
824,33.44,6.8,0.645,109,0,4,2016
825,29.5,25.6,0.815,3162,1,9,2017
826,50.58,9.8,0.772,633,1,6,2017
827,24.08,17.2,0.788,90685,1,5,2021
828,43.07,7.6,0.744,8698,0,7,2021
829,38.04,7.2,0.821,1726,1,6,2018
830,60.61,29.4,0.709,2120,1,4,2021
831,71.12,14.3,0.955,331,0,7,2023
832,26.44,2.9,0.928,21175,0,5,2021
833,30.01,25.5,0.901,1781,1,8,2022
834,35.01,6.4,0.825,1726,0,6,2024
835,132.81,8.4,0.856,268650,1,8,2022
836,27.01,17.9,0.832,6024,1,5,2016
837,68.17,30.9,0.945,521,1,7,2018
838,54.81,12.2,0.9,65870,1,7,2019
839,96.72,70.9,0.901,4154,0,7,2021
840,104.99,20.0,0.77,122486,1,3,2018
841,47.7,4.5,0.834,7744,1,8,2022
842,38.43,18.2,0.697,2769,0,4,2022
843,115.31,16.5,0.888,228,1,10,2021
844,21.22,16.2,0.613,4120,0,4,2021
845,75.96,12.5,0.753,72366,1,5,2019
846,36.79,5.1,0.789,694,0,4,2019
847,70.04,27.4,0.853,41044,1,5,2019
848,35.4,16.5,0.877,142,1,6,2017
849,25.61,17.3,0.858,1778,1,11,2021
850,144.81,36.7,0.863,9797,0,8,2023
851,26.37,9.7,0.695,5038,1,7,2020
852,124.54,7.6,0.813,130994,1,4,2021
853,37.35,8.6,0.912,1801,1,8,2017
854,67.02,15.3,0.755,7616,1,4,2022
855,75.52,12.2,0.873,22731,1,3,2017
856,37.38,18.7,0.823,626,0,4,2017
857,52.87,4.2,0.657,3837,1,12,2021
858,25.88,6.4,0.783,4601,1,11,2015
859,70.67,22.2,0.688,10209,0,9,2016
860,46.52,8.0,0.725,6541,1,4,2021
861,24.23,5.5,0.816,206832,1,5,2024
862,35.92,3.2,0.957,15158,1,7,2020
863,80.18,8.4,0.654,567,0,7,2021
864,9.31,15.8,0.928,1073,0,6,2019
865,70.62,8.4,0.807,1876,1,10,2015
866,18.8,7.8,0.749,67,0,5,2022
867,51.45,85.7,0.771,500000,1,4,2016
868,33.54,29.5,0.802,8793,1,6,2022
869,62.59,24.2,0.579,206,1,9,2020
870,37.16,4.9,0.736,1112,0,6,2016
871,52.89,43.2,0.788,1528,0,8,2024
872,43.57,12.4,0.927,361,1,7,2018
873,17.71,17.5,0.488,1970,1,5,2023
874,27.65,10.8,0.551,17733,0,9,2015
875,55.12,18.2,0.92,1390,1,7,2016
876,20.98,7.0,0.681,1026,1,5,2023
877,15.67,13.5,0.842,63467,0,7,2021
878,93.48,13.7,0.951,177,1,7,2017
879,62.16,16.5,0.777,8420,1,8,2020
880,45.82,34.2,0.815,1041,0,10,2018
881,70.78,4.9,0.855,2342,1,9,2020
882,44.61,28.5,0.888,8617,1,6,2020
883,29.81,4.0,0.841,32887,1,4,2022
884,18.69,53.3,0.629,226835,1,9,2020
885,30.65,6.2,0.614,932,1,8,2020
886,32.36,17.7,0.846,7301,0,8,2016
887,32.9,62.3,0.959,763,0,7,2019
888,72.04,7.7,0.885,6097,1,11,2021
889,44.18,74.2,0.835,400,1,4,2021
890,43.92,9.7,0.856,428,1,3,2021
891,54.13,26.2,0.583,15788,1,5,2017
892,59.44,1.8,0.929,20678,1,4,2022
893,67.21,63.9,0.781,245,0,4,2017
894,44.62,8.6,0.73,47168,1,9,2020
895,48.65,8.6,0.803,8001,1,8,2021
896,86.64,48.1,0.731,150714,1,5,2021
897,38.6,19.5,0.844,1453,1,6,2023
898,59.6,5.9,0.719,170055,1,9,2022
899,29.8,2.0,0.893,4308,0,5,2015
900,85.0,5.5,0.866,17213,1,8,2018
901,28.09,16.1,0.932,23881,0,8,2021
902,118.0,4.4,0.904,194,1,6,2022
903,27.84,42.0,0.745,654,1,3,2018
904,22.04,21.6,0.858,7007,0,7,2020
905,91.33,4.9,0.655,1881,1,8,2019
906,49.22,4.6,0.771,2268,0,4,2016
907,86.17,27.8,0.412,16998,1,5,2024
908,43.02,8.0,0.88,3522,1,9,2017
909,16.47,17.2,0.8,40079,1,7,2021
910,83.12,1.9,0.811,10487,0,5,2023
911,95.1,45.2,0.805,108043,1,7,2021
912,56.61,10.8,0.535,12586,0,7,2015
913,51.02,32.1,0.894,231,1,4,2020
914,26.23,24.5,0.854,2601,1,6,2022
915,21.03,24.4,0.592,16,1,5,2020
916,23.69,8.0,0.818,1253,0,3,2018
917,18.63,12.6,0.941,64872,1,6,2022
918,66.66,29.2,0.866,66310,1,3,2022
919,46.52,28.3,0.866,44692,1,8,2019
920,54.6,44.6,0.718,20159,1,3,2022
921,33.1,6.8,0.858,62961,1,9,2019
922,41.37,2.0,0.877,300,1,4,2016
923,29.86,18.0,0.703,977,1,5,2016
924,125.31,16.3,0.808,337331,1,9,2018
925,34.17,3.0,0.769,2870,0,7,2015
926,24.89,15.5,0.623,5923,1,9,2019
927,69.88,18.9,0.899,2916,0,4,2023
928,30.26,12.9,0.933,104,1,6,2019
929,22.01,12.2,0.92,5587,1,4,2023
930,62.64,72.3,0.712,22584,1,8,2021
931,24.57,13.4,0.684,8210,1,3,2021
932,60.56,8.3,0.86,413,1,6,2021
933,52.36,7.8,0.872,10131,1,3,2016
934,53.24,10.7,0.942,8495,1,4,2019
935,113.62,21.1,0.813,644,0,7,2020
936,48.8,7.8,0.813,193,0,7,2022
937,71.42,25.9,0.591,1391,0,6,2018
938,40.79,1.7,0.715,500000,1,6,2019
939,87.97,12.8,0.674,34818,0,7,2016
940,45.15,19.7,0.659,3992,1,7,2019
941,21.3,28.0,0.73,907,1,4,2020
942,16.17,3.6,0.82,845,1,7,2021
943,38.5,16.8,0.72,14534,1,4,2017
944,42.46,5.8,0.658,2243,1,4,2018
945,94.17,11.0,0.817,2106,1,5,2019
946,30.4,9.9,0.827,3399,1,8,2020
947,45.96,20.1,0.656,557,0,3,2018
948,26.95,48.5,0.691,1056,0,8,2021
949,144.77,57.3,0.765,26333,1,5,2017
950,32.9,9.9,0.838,2796,1,7,2019
951,37.8,15.7,0.661,2501,1,11,2016
952,19.96,20.1,0.788,3108,1,9,2020
953,91.05,58.2,0.705,4937,0,10,2015
954,20.23,35.5,0.905,106501,0,5,2018
955,40.7,14.0,0.894,379,0,5,2016
956,44.98,1.2,0.787,361,1,11,2021
957,35.93,5.6,0.731,435,0,6,2022
958,42.64,10.0,0.756,469316,1,6,2023
959,76.34,10.3,0.622,997,1,8,2017
960,93.66,31.7,0.946,10696,1,5,2017
961,76.44,23.8,0.812,2198,1,9,2020
962,61.99,5.0,0.769,172,1,6,2020
963,95.04,19.4,0.643,252,1,8,2016
964,42.73,25.9,0.887,2815,0,12,2018
965,31.52,38.2,0.898,5337,0,7,2019
966,83.05,15.0,0.709,20083,1,7,2021
967,20.14,14.9,0.729,557,1,6,2020
968,15.91,74.1,0.661,878,0,10,2024
969,57.56,4.0,0.946,74294,1,6,2019
970,119.4,6.5,0.796,48408,1,6,2018
971,26.82,14.2,0.705,1186,1,5,2019
972,41.48,11.9,0.792,500000,1,6,2019
973,19.01,6.0,0.659,7767,1,7,2023
974,41.12,9.3,0.808,1245,1,6,2020
975,23.98,17.5,0.832,11255,0,6,2018
976,62.91,7.9,0.922,446,1,5,2021
977,32.47,15.3,0.558,2757,0,7,2023
978,28.72,35.4,0.744,24195,1,4,2020
979,130.54,7.8,0.771,222918,1,7,2017
980,29.72,46.0,0.505,23,0,5,2022
981,21.33,13.5,0.772,98635,1,6,2020
982,35.65,2.4,0.803,9501,1,3,2018
983,68.19,4.0,0.767,289,1,2,2021
984,155.67,5.2,0.762,6388,0,4,2020
985,49.74,30.6,0.651,195330,1,3,2020
986,19.33,5.9,0.701,22478,0,4,2018
987,31.35,11.8,0.752,21111,0,6,2021
988,34.01,10.9,0.811,269,1,3,2018
989,123.57,10.3,0.693,50,0,7,2019
990,55.98,3.6,0.923,4669,1,5,2019
991,54.21,13.2,0.757,39095,1,9,2019
992,19.44,5.5,0.719,348,1,8,2016
993,93.1,31.1,0.795,38512,1,7,2020
994,34.25,12.7,0.703,5867,1,8,2019
995,63.57,12.4,0.719,16247,1,8,2018
996,46.83,16.9,0.858,9131,0,4,2019
997,23.59,69.1,0.769,5707,0,9,2020
998,22.6,6.5,0.884,56195,0,7,2022
999,38.51,7.2,0.677,5756,1,5,2024
1000,56.75,8.9,0.731,31,1,6,2019
1001,93.21,5.4,0.87,617,1,5,2017
1002,44.41,25.8,0.66,37126,1,10,2018
1003,31.19,35.3,0.896,83281,1,9,2022
1004,26.99,8.9,0.764,8197,1,6,2021
1005,47.14,4.1,0.911,4105,0,7,2019
1006,40.34,4.8,0.924,20799,1,4,2022
1007,43.12,17.3,0.891,60804,0,12,2023
1008,57.68,29.7,0.778,5306,1,5,2017
1009,68.0,11.3,0.695,3862,1,5,2021
1010,54.7,20.2,0.672,1456,1,8,2018
1011,79.3,36.8,0.836,166860,0,7,2020
1012,85.5,40.7,0.754,133,1,7,2017
1013,24.36,10.8,0.757,353,1,7,2019
1014,28.39,17.1,0.75,390863,1,5,2018
1015,31.18,14.1,0.882,2551,0,7,2020
1016,24.97,17.7,0.768,40374,1,4,2022
1017,56.53,2.5,0.953,203,1,8,2020
1018,64.47,200.0,0.653,1251,0,6,2019
1019,31.87,8.7,0.735,166,0,9,2021
1020,58.68,51.3,0.79,71,1,3,2020
1021,95.05,13.8,0.646,1960,0,7,2015
1022,26.0,5.6,0.806,14094,1,7,2020
1023,26.49,13.5,0.962,63557,0,7,2021
1024,33.37,23.4,0.902,1083,1,9,2023
1025,28.11,13.5,0.826,1659,1,8,2022
1026,26.98,22.1,0.608,7846,1,5,2015
1027,27.97,151.7,0.607,6237,1,5,2021
1028,102.22,7.8,0.778,3230,1,8,2022
1029,55.82,20.4,0.856,1136,1,6,2018
1030,76.34,28.0,0.907,65657,1,5,2023
1031,58.07,15.8,0.781,57951,0,4,2020
1032,24.75,62.6,0.766,14806,1,5,2021
1033,19.58,4.1,0.899,24068,0,8,2020
1034,15.21,5.0,0.604,11646,1,8,2017
1035,11.3,39.8,0.673,5373,0,10,2019
1036,14.82,40.9,0.679,500000,1,8,2018
1037,47.47,22.4,0.762,4791,1,9,2022
1038,44.87,15.1,0.956,2268,0,4,2023
1039,37.19,9.5,0.918,41532,1,8,2016
1040,39.63,8.9,0.913,2442,0,7,2019
1041,34.58,3.7,0.558,9463,1,7,2018
1042,21.06,35.3,0.801,213,1,8,2022
1043,72.02,3.2,0.921,46773,1,2,2022
1044,41.0,40.1,0.797,2803,1,4,2021
1045,47.23,21.9,0.816,13875,1,10,2020
1046,17.84,13.4,0.741,177254,0,9,2021
1047,18.47,4.8,0.93,1196,1,5,2021
1048,66.69,26.4,0.808,2161,0,13,2021
1049,57.41,5.0,0.751,23956,1,6,2015
1050,73.02,24.3,0.833,20918,1,3,2019
1051,36.86,14.7,0.874,2210,0,7,2020
1052,16.88,33.5,0.871,12159,1,3,2019
1053,39.96,15.6,0.943,1996,1,5,2019
1054,81.09,18.0,0.937,41178,1,7,2022
1055,54.93,7.4,0.919,146820,1,10,2016
1056,40.88,16.9,0.771,23875,1,6,2016
1057,13.53,38.3,0.95,4603,1,8,2020
1058,47.45,5.9,0.659,1558,1,6,2021
1059,56.19,19.5,0.786,5887,1,8,2023
1060,30.79,8.8,0.488,1115,1,6,2018
1061,35.05,24.8,0.797,155400,1,9,2024
1062,22.69,11.1,0.837,352,1,9,2022
1063,33.14,6.8,0.82,7132,0,4,2022
1064,33.86,8.5,0.881,753,1,10,2016
1065,29.85,10.2,0.89,355,1,10,2021
1066,27.49,19.0,0.794,28064,1,9,2020
1067,19.2,4.7,0.867,33852,1,6,2021
1068,46.0,14.2,0.735,947,1,10,2021
1069,24.04,5.4,0.569,5219,1,11,2017
1070,124.18,9.7,0.811,12154,1,7,2018
1071,18.19,7.4,0.748,2646,0,6,2021
1072,23.23,24.7,0.65,53262,0,10,2024
1073,39.41,5.7,0.826,12872,0,9,2021
1074,31.9,28.0,0.776,62184,0,9,2021
1075,37.63,48.8,0.818,7060,1,9,2021
1076,7.72,9.3,0.885,29333,0,8,2021
1077,12.97,10.6,0.878,2620,1,5,2023
1078,58.34,15.6,0.879,1834,1,11,2021
1079,38.15,15.5,0.569,2258,0,11,2015
1080,27.89,8.3,0.555,885,1,4,2018
1081,36.18,24.8,0.845,9142,0,5,2019
1082,52.17,6.0,0.794,27527,0,6,2018
1083,48.5,33.1,0.693,241,1,4,2021
1084,39.37,4.6,0.664,77,1,4,2023
1085,21.91,10.4,0.779,814,1,10,2017
1086,156.19,6.9,0.748,2365,0,5,2017
1087,18.11,10.5,0.711,155,1,8,2020
1088,23.55,15.7,0.945,2512,0,5,2021
1089,13.84,11.0,0.826,463,1,7,2019
1090,27.79,40.4,0.963,193,0,4,2020
1091,12.71,14.2,0.957,1472,1,6,2017
1092,22.28,118.3,0.739,31046,1,8,2019
1093,49.89,9.5,0.624,3997,1,5,2017
1094,33.25,8.2,0.854,33345,1,7,2021
1095,30.06,90.3,0.78,157457,0,6,2021
1096,23.19,37.9,0.833,68812,1,2,2023
1097,49.76,16.9,0.848,30044,1,7,2021
1098,38.15,38.0,0.496,181,1,3,2017
1099,34.06,10.8,0.717,12046,0,6,2019
1100,28.68,21.6,0.674,14212,1,6,2018
1101,56.92,15.1,0.904,689,1,5,2022
1102,15.56,7.5,0.935,4010,1,10,2021
1103,75.66,17.8,0.903,20553,1,9,2017
1104,32.31,55.6,0.634,6889,0,9,2018
1105,18.73,5.9,0.72,172,1,12,2020
1106,79.05,10.5,0.864,66949,0,4,2022
1107,43.84,2.7,0.784,5791,1,5,2022
1108,42.23,107.9,0.934,19221,1,8,2019
1109,38.45,13.0,0.918,2384,1,3,2019
1110,19.12,17.6,0.761,65790,1,11,2021
1111,63.78,7.6,0.89,328,1,6,2023
1112,25.54,29.4,0.855,156,1,7,2024
1113,9.41,4.7,0.753,160853,1,7,2017
1114,23.42,27.2,0.853,627,0,8,2017
1115,26.61,5.6,0.929,26879,1,4,2016
1116,66.48,2.6,0.853,1555,1,6,2022
1117,22.78,14.6,0.89,9176,1,7,2020
1118,21.1,14.5,0.813,9820,0,8,2020
1119,52.91,34.8,0.849,3244,0,9,2019
1120,102.72,11.4,0.722,7450,1,5,2021
1121,54.87,20.8,0.811,11044,1,5,2017
1122,48.53,16.7,0.916,1043,1,3,2015
1123,42.19,13.6,0.897,10560,1,5,2017
1124,27.99,26.7,0.859,46392,1,4,2016
1125,35.57,13.7,0.875,9747,1,3,2016
1126,109.74,1.5,0.844,26598,0,4,2021
1127,57.99,26.6,0.708,2054,0,8,2019
1128,40.46,7.9,0.857,22859,1,4,2020
1129,20.3,20.0,0.978,1087,1,5,2020
1130,33.8,10.3,0.727,14696,0,10,2015
1131,41.1,12.3,0.585,4069,1,3,2019
1132,68.86,3.1,0.874,8516,1,6,2020
1133,51.91,5.0,0.714,2434,1,5,2015
1134,37.25,5.5,0.879,525,1,8,2021
1135,42.02,9.1,0.822,14014,0,7,2016
1136,68.66,53.7,0.736,10700,1,6,2020
1137,37.63,18.6,0.711,22026,0,4,2020
1138,23.58,11.7,0.896,94,1,7,2020
1139,10.8,5.7,0.775,12970,0,6,2024
1140,57.32,41.0,0.877,84785,1,3,2019
1141,48.73,10.6,0.864,3803,1,10,2017
1142,45.5,40.3,0.725,370,0,9,2022
1143,23.74,3.7,0.657,18546,0,3,2017
1144,69.67,11.1,0.65,124,1,8,2020
1145,13.87,9.4,0.625,74521,0,5,2016
1146,41.89,22.5,0.855,4882,1,6,2018
1147,34.07,4.4,0.71,2737,0,3,2021
1148,47.11,9.8,0.812,5692,1,5,2023
1149,32.67,10.4,0.915,4500,1,4,2023
1150,40.99,8.1,0.944,10724,1,8,2021
1151,24.25,15.5,0.853,63101,1,5,2020
1152,36.71,13.2,0.83,2293,1,10,2020
1153,19.94,3.8,0.953,2710,0,5,2015
1154,33.35,71.4,0.838,5600,1,9,2020
1155,27.24,3.4,0.594,2612,0,10,2015
1156,51.95,6.6,0.678,15229,1,5,2021
1157,69.01,8.5,0.955,330202,1,8,2017
1158,12.87,50.9,0.91,112698,1,4,2020
1159,23.35,14.5,0.713,47,0,6,2019
1160,13.42,3.1,0.773,11049,0,3,2020
1161,20.82,7.2,0.71,72098,0,7,2021
1162,22.36,17.1,0.867,7452,1,6,2019
1163,96.54,17.3,0.853,11039,1,3,2015
1164,36.53,22.1,0.926,102154,0,4,2015
